timestamp_iso,epoch_ms,tick,machine_id,class_name,seq,temperature_c,vibration_rms_mm_s,temp_threshold,vib_threshold,dt_seconds,d_temp,d_vibration,pct_of_temp_thresh,pct_of_vib_thresh,temp_avg_win,temp_std_win,vib_avg_win,vib_std_win,failure_flag
1970-01-01T00:00:01Z,1000,1,A_1,A,1,45.149132157293636,3.0404763371696335,85,8.0,,,,0.5311662606740428,0.3800595421462042,45.149132157293636,0.0,3.0404763371696335,0.0,0
1970-01-01T00:00:01Z,1000,1,A_2,A,1,48.4968288783537,3.8679857105578175,86,8.5,,,,0.5639166148645779,0.45505714241856676,48.4968288783537,0.0,3.8679857105578175,0.0,0
1970-01-01T00:00:01Z,1000,1,A_3,A,1,51.97703282910325,3.9957983497082434,87,8.5,,,,0.5974371589552098,0.47009392349508744,51.97703282910325,0.0,3.9957983497082434,0.0,0
1970-01-01T00:00:01Z,1000,1,B_1,B,1,50,4.0,90,12.0,,,,0.5555555555555556,0.3333333333333333,50.0,0.0,4.0,0.0,0
1970-01-01T00:00:01Z,1000,1,B_2,B,1,49,3.8,90,12.0,,,,0.5444444444444444,0.31666666666666665,49.0,0.0,3.8,0.0,0
1970-01-01T00:00:01Z,1000,1,C_1,C,1,38.21282403104077,5.5838005879530925,80,10.0,,,,0.4776603003880096,0.5583800587953093,38.21282403104077,0.0,5.5838005879530925,0.0,0
1970-01-01T00:00:01Z,1000,1,C_2,C,1,31,3.2,81,10.0,,,,0.38271604938271603,0.32,31.0,0.0,3.2,0.0,0
1970-01-01T00:00:01Z,1000,1,D_1,D,1,35,1.5,95,14.0,,,,0.3684210526315789,0.10714285714285714,35.0,0.0,1.5,0.0,0
1970-01-01T00:00:02Z,2000,2,A_1,A,2,48.673373123798456,4.076149108274772,85,8.0,1.0,3.52424096650482,1.0356727711051388,0.5726279191035113,0.5095186385343465,46.911252640546046,2.4920146859509904,3.558312722722203,0.7323312395387067,0
1970-01-01T00:00:02Z,2000,2,A_2,A,2,55.47773097330602,5.280060401541676,86,8.5,1.0,6.98090209495232,1.4120746909838586,0.6450898950384422,0.6211835766519619,51.98727992582987,4.936243210140161,4.574023056049747,0.9984875895365851,0
1970-01-01T00:00:02Z,2000,2,A_3,A,2,59.57732418523856,6.347864859430508,87,8.5,1.0,7.600291356135308,2.352066509722264,0.6847968297153857,0.7468076305212362,55.7771785071709,5.374217556916778,5.171831604569375,1.6631621788263875,0
